|filename                                                    | depth     | fanout    | filesize  | disk (blk)|
|./lib/.build-id/65/dcd85ccd31a8dd5521d85200b7fa36daa214cb   | 4         | 0         | 32        | 0         |
|./lib/.build-id/1d                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/1d/b736900661ee69c3ca7b9efa74ef73d89a7cf7   | 4         | 0         | 40        | 0         |
|./lib/.build-id/1d/a0f9c78fa16498e4db285535f79e56d7457c22   | 4         | 0         | 48        | 0         |
|./lib/.build-id/1f                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/1f/8eed06b603a6c8a43d26d9c3c7662489090d0d   | 4         | 0         | 42        | 0         |
|./lib/.build-id/6f                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/6f/a2c502ee3452480cf56da0899cacc8acf704fd   | 4         | 0         | 43        | 0         |
|./lib/.build-id/8d                                          | 3         | 3         | NA        | NA        |
|./lib/.build-id/8d/5f179a5db207a2992425183fe15d16e9fb9544   | 4         | 0         | 24        | 0         |
|./lib/.build-id/8d/df2b7db78d6df2a5dcdef8497a83d5b849240f   | 4         | 0         | 45        | 0         |
|./lib/.build-id/8d/6c48066dc80d5727a84953429194121dbbd5eb   | 4         | 0         | 31        | 0         |
|./lib/.build-id/cd                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/cd/f73e41d1ced06b54dc9b7f093974406b6dcbd3   | 4         | 0         | 41        | 0         |
|./lib/.build-id/cd/94e6653cb65f43b1fda3733874e1314e80d01c   | 4         | 0         | 25        | 0         |
|./lib/.build-id/70                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/70/d4cfff60205d31df25992cb70a7d8e48e896e4   | 4         | 0         | 22        | 0         |
|./lib/.build-id/70/20c03837351742ae0b42872b6b9e0ed840ceb2   | 4         | 0         | 27        | 0         |
|./lib/.build-id/e6                                          | 3         | 4         | NA        | NA        |
|./lib/.build-id/e6/e2b38dff70a44368541bd3195d164863889e60   | 4         | 0         | 24        | 0         |
|./lib/.build-id/e6/accfd3a09a25de48a478fb0cb9a493d0bacae3   | 4         | 0         | 33        | 0         |
|./lib/.build-id/e6/bef73495927a76769d8e0b0988a287370cfcc7   | 4         | 0         | 24        | 0         |
|./lib/.build-id/e6/0bd021cee384c780b67955ca4ee2b926d1fac0   | 4         | 0         | 37        | 0         |
|./lib/.build-id/32                                          | 3         | 3         | NA        | NA        |
|./lib/.build-id/32/db116c0de8191d76b4ddd99697abdc9bc07111   | 4         | 0         | 38        | 0         |
|./lib/.build-id/32/1def62b15a4b99fb1adfa9c823760bf80cacfe   | 4         | 0         | 29        | 0         |
|./lib/.build-id/32/2e066bb430eca344253632d767279311ea8f2d   | 4         | 0         | 22        | 0         |
|./lib/.build-id/30                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/30/66bd56396b287edc0f2b26db38c12cee444794   | 4         | 0         | 26        | 0         |
|./lib/.build-id/a9                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/a9/ffc51e2d0ce278bdb5e1efb8aeacd3262d224a   | 4         | 0         | NA        | NA        |
|./lib/.build-id/f0                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/f0/61b486f9e3765adef9b700e45bf286f0c588e7   | 4         | 0         | 31        | 0         |
|./lib/.build-id/26                                          | 3         | 3         | NA        | NA        |
|./lib/.build-id/26/b8b38902a91b3d2096e53aadbb7a12335c7ea1   | 4         | 0         | 29        | 0         |
|./lib/.build-id/26/caea1ffd596c7f3d9af1d32a948002fbf24f24   | 4         | 0         | 40        | 0         |
|./lib/.build-id/26/4b43acddf00965ea3fa9898d6d21b894b8ef57   | 4         | 0         | 22        | 0         |
|./lib/.build-id/d6                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/d6/3b9fe3dec717334f4a9e393bc4d0f8ddf328ee   | 4         | 0         | 44        | 0         |
|./lib/.build-id/d6/adb617ad835ed048fabe537c1e95d19b50455c   | 4         | 0         | 25        | 0         |
|./lib/.build-id/9f                                          | 3         | 4         | NA        | NA        |
|./lib/.build-id/9f/ed1242f7def59c1c84d5ac01b8621d01003348   | 4         | 0         | 28        | 0         |
|./lib/.build-id/9f/4f4770a1a0af2dcff36c4415dcbfac29148f8a   | 4         | 0         | 46        | 0         |
|./lib/.build-id/9f/2ac02c512d62bbf437fa4a5c725efa90ea9485   | 4         | 0         | 42        | 0         |
|./lib/.build-id/9f/bc0f0acde81a23b9852da8c1fbc27d5220c55d   | 4         | 0         | 27        | 0         |
|./lib/.build-id/84                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/84/cbf4ae6a5a864bfc83c460a11eedd227e155ff   | 4         | 0         | 43        | 0         |
|./lib/.build-id/84/fbee32a5b3515c284805986a6deb53193c2d5f   | 4         | 0         | 23        | 0         |
|./lib/.build-id/17                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/17/4e6c3acfdfd7a83f72b64b4caa7402886ed4fd   | 4         | 0         | 24        | 0         |
|./lib/.build-id/17/126af5d212321505ff7e522ce2732417bde473   | 4         | 0         | 40        | 0         |
|./lib/.build-id/87                                          | 3         | 2         | NA        | NA        |
